price,area,city,bedrooms,bathrooms,location,property_type,url,built_in_year,parking,servant_quarters,store_rooms,kitchens,drawing_rooms
52 Crore,2.1 Kanal,Islamabad,8.0,7.0,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_prime_location_house_1066sqyds_size_80x120_cda_transfer_two_owners--54150880-165-1.html,2010.0,6.0,2.0,2.0,2.0,
70 Crore,2 Kanal,Islamabad,5.0,5.0,"F-8, Islamabad",House,https://www.zameen.com/Property/islamabad_f-8_prime_location_on_marrgalla_road_1000sqyds_in_coming_rent_5000_only_serious_buyers--54169872-166-1.html,2021.0,6.0,,,,
6.95 Crore,10 Marla,Islamabad,5.0,6.0,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_designer_made_proper_corner_sunface_house_available_for_sale_in_topcity-1_islamabad-54232097-1383-1.html,2026.0,,,,,
1.8 Crore,5 Marla,Islamabad,4.0,,"National Police Foundation O-9 - Block C, National Police Foundation O-9",House,https://www.zameen.com/Property/national_police_foundation_o_9_national_police_foundation_o-9_-_block_c_5_marla_house_situated_in_national_police_foundation_o-9_-_block_c_for_sale-54236477-16427-1.html,,,,,,
12.45 Crore,1 Kanal,Islamabad,6.0,6.0,"Bahria Enclave, Bahria Town",House,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_kanal_designer_house_for_sale_in_bahria_enclave_islamabad_sector_c_main_boulevard_margalla_facing-53310496-1705-1.html,2025.0,3.0,1.0,,2.0,
5.4 Crore,10 Marla,Islamabad,5.0,5.0,"Bahria Enclave - Sector C1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_bahria_enclave_islamabad_sector_c1_10_marla_brand_new_sun-facing_luxury_house_for_sale-53422398-11987-1.html,2025.0,3.0,1.0,,2.0,
10 Crore,1 Kanal,Islamabad,10.0,6.0,"MPCHS - Block B, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_main_double_road-54004307-3117-1.html,,,,,,
28 Crore,2 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_an_exclusive_2_kanal_fully_furnished_modern_house_will_be_available_for_sale_within_this_month-54225791-339-1.html,2026.0,4.0,2.0,1.0,3.0,
2.7 Crore,5 Marla,Islamabad,3.0,5.0,"Bahria Enclave - Sector N, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_5_marla_beautiful_house_for_sale_sector_n-53855481-11975-1.html,2026.0,1.0,1.0,1.0,2.0,
5.8 Crore,10.5 Marla,Islamabad,5.0,7.0,"Bahria Enclave - Sector M, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_m_semi-corner_10_5_marla_house_with_10_marla_green_belt-54224075-11977-1.html,2025.0,2.0,1.0,1.0,2.0,
15 Crore,1 Kanal,Islamabad,10.0,6.0,"E-11, Islamabad",House,https://www.zameen.com/Property/islamabad_e-11_house_for_sale_in_e-11_3_npf-54178808-329-1.html,2015.0,6.0,2.0,2.0,3.0,
9.3 Crore,8 Marla,Islamabad,5.0,5.0,"G-11, Islamabad",House,https://www.zameen.com/Property/islamabad_g-11_brand_new_house_for_sale_in_g-11-53992192-168-1.html,2026.0,2.0,1.0,1.0,2.0,
26 Crore,1.8 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_and_only_top_and_prime_location_of_dha_2_islamabad_at_central_park_facing_dully_furnished-53041854-339-1.html,2022.0,3.0,2.0,2.0,2.0,
13.5 Crore,1 Kanal,Islamabad,9.0,6.0,"E-11/3, E-11",House,https://www.zameen.com/Property/e_11_e-11_3_investor_price_house_for_sale_in_e-11-53974534-3238-1.html,2010.0,3.0,2.0,2.0,3.0,
13.9 Crore,1 Kanal,Islamabad,7.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_beautiful_single_unit_house-53041848-339-1.html,2025.0,3.0,2.0,2.0,2.0,
14 Crore,16 Marla,Islamabad,7.0,6.0,"F-11, Islamabad",House,https://www.zameen.com/Property/islamabad_f-11_investor_price_house_for_sale_in_f-11-54232082-163-1.html,2012.0,3.0,2.0,1.0,,
26.5 Crore,1.3 Kanal,Islamabad,5.0,5.0,"F-8, Islamabad",House,https://www.zameen.com/Property/islamabad_f-8_house_for_sale_f_8-50748293-166-1.html,2010.0,5.0,1.0,1.0,1.0,
12.99 Crore,14.2 Marla,Islamabad,7.0,7.0,"G-13/1, G-13",House,https://www.zameen.com/Property/g_13_g-13_1_the_most_elegant_designer_4080_house_of_g13_with_solar_on_70ft_road-53949517-3337-1.html,,,,,,
45 Crore,2.5 Kanal,Islamabad,7.0,6.0,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_luxurious_7-bedroom_house_for_sale_on_prime_location-49610450-165-1.html,2023.0,4.0,2.0,1.0,2.0,
46 Crore,2 Kanal,Islamabad,6.0,6.0,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_luxurious_6_bedroom_house_for_sale_in_prime_location-49981663-165-1.html,,4.0,1.0,1.0,2.0,
48 Crore,1.3 Kanal,Islamabad,6.0,6.0,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_brand_new_house_available_for_sale_in_f7-52498240-165-1.html,2025.0,5.0,2.0,2.0,3.0,
1.3 Crore,5 Marla,Islamabad,4.0,5.0,"E-17, Islamabad",House,https://www.zameen.com/Property/islamabad_e-17_5_marla_brand_new_double_storey_house_available_for_sale-54193778-1409-1.html,2026.0,,,,2.0,
1.65 Crore,8 Marla,Islamabad,2.0,3.0,"Gulshan-e-Sehat 2 - Block F, Gulshan-e-Sehat 2",House,https://www.zameen.com/Property/gulshan_e_sehat_2_gulshan-e-sehat_2_-_block_f_8_marla_30_60_in_block_f_single_story_brand_new_house_available_for_sale_in_gulshan_e_sehat_e-18_islamabad-54133023-3268-1.html,,,,,2.0,
1.48 Crore,5 Marla,Islamabad,3.0,4.0,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_most_beautiful_house_for_sale-54246913-340-1.html,,1.0,,1.0,1.0,
5.3 Crore,5 Marla,Islamabad,5.0,6.0,"G-14/4, G-14",House,https://www.zameen.com/Property/g_14_g-14_4_on_excellent_location-54015945-3346-1.html,2026.0,1.0,,,2.0,
3.5 Crore,7 Marla,Islamabad,4.0,4.0,"Faisal Town - F-18, Islamabad",House,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_faisal_town_7_marla_house_for_sale-53737283-8260-1.html,2025.0,2.0,1.0,1.0,2.0,
12.5 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_prime_location_luxury_house_for_sale_in_dha_phase_2_near_to_giga_mall_near_to_masjid_near_to_control_park_near_to_control_commercial_near_to_hospital_near_to_aps-54155604-339-1.html,2026.0,3.0,,2.0,2.0,
2 Crore,5 Marla,Islamabad,4.0,6.0,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_double_storey_house_for_sale_in_bani_gala-54189087-340-1.html,,,,1.0,2.0,
7.8 Crore,10 Marla,Islamabad,5.0,5.0,"G-9, Islamabad",House,https://www.zameen.com/Property/islamabad_g-9_g_9_4_35x70_house_with_extra_land_for_sale-54206059-171-1.html,,,1.0,,1.0,
1.25 Crore,5 Marla,Islamabad,2.0,2.0,"Bhara kahu, Islamabad",House,https://www.zameen.com/Property/islamabad_bhara_kahu_brand_new_house-54253083-156-1.html,,,,2.0,2.0,
17 Crore,1 Kanal,Islamabad,9.0,6.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_in_f-10_of_f-10_a_511_square_yards_house_is_available-50842424-162-1.html,2015.0,7.0,2.0,2.0,3.0,
16 Crore,1 Kanal,Islamabad,7.0,6.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_triple_storey_house_for_sale_f_10-51309540-162-1.html,2015.0,6.0,2.0,2.0,2.0,
22 Crore,1 Kanal,Islamabad,8.0,6.0,"F-11/3, F-11",House,https://www.zameen.com/Property/f_11_f-11_3_triple_storey_house_for_sale_f_11_3-51309544-3284-1.html,2015.0,6.0,2.0,2.0,3.0,
24 Crore,1.4 Kanal,Islamabad,5.0,5.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_house_for_sale_in_f-10-53425600-162-1.html,2010.0,5.0,2.0,1.0,2.0,
19.5 Crore,1 Kanal,Islamabad,5.0,5.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_house_for_sale_in_f-10-53615912-162-1.html,2017.0,4.0,1.0,1.0,1.0,
80 Crore,4 Kanal,Islamabad,10.0,,"F-7/3, F-7",House,https://www.zameen.com/Property/f_7_f-7_3_investor_price_house_available_for_sale_f7-52573056-3309-1.html,2025.0,1.0,1.0,,1.0,
40 Crore,1 Kanal,Islamabad,9.0,,"F-8, Islamabad",House,https://www.zameen.com/Property/islamabad_f-8_brand_new_house_available_for_sale-53153128-166-1.html,2025.0,5.0,2.0,2.0,2.0,
22 Crore,1 Kanal,Islamabad,5.0,5.0,"F-8, Islamabad",House,https://www.zameen.com/Property/islamabad_f-8_demolishable_house_available_for_sale-50149107-166-1.html,2024.0,1.0,1.0,1.0,1.0,
30 Crore,2 Kanal,Islamabad,10.0,,"F-8, Islamabad",House,https://www.zameen.com/Property/islamabad_f-8_magnificent_10-bed_residence_in_prime_f-8_location_-_cda_transfer-49706464-166-1.html,2024.0,5.0,2.0,1.0,3.0,
26 Crore,1.3 Kanal,Islamabad,6.0,6.0,"F-8, Islamabad",House,https://www.zameen.com/Property/islamabad_f-8_house_for_sale_with_extra_land-49330955-166-1.html,2023.0,,1.0,1.0,2.0,
10.5 Crore,1 Kanal,Islamabad,6.0,7.0,"DHA Phase 3 - Block B, DHA Defence Phase 3",House,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_beautiful_location_ideal_house_near_masjid_park_and_school-54141558-16227-1.html,2020.0,3.0,1.0,1.0,1.0,
2.6 Crore,5 Marla,Islamabad,5.0,6.0,"MPCHS - Multi Gardens, B-17",House,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_twin_houses_at_prime_location_of_b-17_islamabad-54183822-3115-1.html,2026.0,1.0,1.0,2.0,2.0,
1.4 Crore,5 Marla,Islamabad,4.0,4.0,"Airport Green Garden - Block A, Airport Green Garden",House,https://www.zameen.com/Property/airport_green_garden_airport_green_garden_-_block_a_to_sale_you_can_find_spacious_house_in_airport_green_garden_-_block_a-53962748-19371-1.html,2026.0,2.0,1.0,1.0,2.0,
2.85 Crore,5 Marla,Islamabad,3.0,4.0,"Bahria Enclave - Sector B1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_5_5_marla_ideal_location_solid_constructed_house_with_10kv_solar-54085778-11972-1.html,2022.0,1.0,1.0,1.0,2.0,
8.6 Crore,1 Kanal,Islamabad,5.0,5.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_5bed_designer_house-53721742-339-1.html,,,1.0,1.0,2.0,
7.95 Crore,1 Kanal,Islamabad,6.0,6.0,"DHA Phase 2 - Sector F, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_f_designer_outclass_house_on_top_height_location_near_giga_mall_central_park-49354939-3201-1.html,2023.0,3.0,1.0,1.0,2.0,
1.65 Crore,5 Marla,Islamabad,5.0,6.0,"Ghauri Garden, Ghauri Town",House,https://www.zameen.com/Property/ghauri_town_ghauri_garden_urgent_sale_reasonable_price_5_marla_double_storey_house_for_sale_ghouri_garden_lehtrar_road_islamabad_best_location_near_commercial_street_size_30_feet-53920778-10660-1.html,2020.0,1.0,1.0,1.0,2.0,
1.48 Crore,8.8 Marla,Islamabad,3.0,3.0,"G-15, Islamabad",House,https://www.zameen.com/Property/islamabad_g-15_appartment_for_sale_society_appartment_of_jammu_kashmir_housing_society_g15_islamabad-54139503-764-1.html,,2.0,1.0,1.0,1.0,
5.1 Crore,14 Marla,Islamabad,7.0,6.0,"G-15, Islamabad",House,https://www.zameen.com/Property/islamabad_g-15_beautiful_designer_14_marla_40_80_house_for_sale_in_g-15_islamabad-53974259-764-1.html,2024.0,4.0,1.0,2.0,2.0,
18 Crore,1 Kanal,Islamabad,5.0,5.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_double_storey_house_for_sale_f_10-53749808-162-1.html,2020.0,4.0,1.0,2.0,2.0,
24.5 Crore,1 Kanal,Islamabad,5.0,5.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_brand_new_house_for_sale_in_f-10-53750391-162-1.html,2023.0,5.0,1.0,1.0,2.0,
17.5 Crore,1 Kanal,Islamabad,6.0,6.0,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_investor_price_house_for_sale_in_f-10-53763181-162-1.html,2010.0,5.0,1.0,2.0,1.0,
14.25 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegant_design_1_kanal_brand_new_designer_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54251380-339-1.html,2026.0,4.0,2.0,2.0,2.0,
12.8 Crore,1 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_straight_line_design_1_kanal_brand_new_house_dha_defence_phase_2_islamabad-54246163-339-1.html,2026.0,3.0,2.0,2.0,2.0,
9.5 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_spanish_design_1_kanal_brand_new_designer_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54246424-339-1.html,2026.0,3.0,2.0,2.0,2.0,
65 Crore,4 Kanal,Islamabad,8.0,6.0,"F-8, Islamabad",House,https://www.zameen.com/Property/islamabad_f-8_luxurious_mansion_for_sale_in_f-8_sector_-_prime_location_exclusive_features-49610246-166-1.html,2016.0,,1.0,2.0,2.0,
5.25 Crore,6 Marla,Islamabad,4.0,4.0,"I-10/2, I-10",House,https://www.zameen.com/Property/i_10_i-10_2_i_10_2_new_house_25x60_for_sale_real_pics_attached-54201625-3421-1.html,2020.0,2.0,,,,
2.75 Crore,5 Marla,Islamabad,3.0,4.0,"Bahria Enclave, Bahria Town",House,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_in_bahria_enclave_for_sale-48266498-1705-1.html,2024.0,1.0,1.0,1.0,1.0,
49.5 Crore,1.3 Kanal,Islamabad,,,"F-7, Islamabad",House,https://www.zameen.com/Property/islamabad_f-7_f-7_islamabad_666_sq_yards_house_4_kanal_extra_corner_land_dead-end_street_rare_opportunity-53980473-165-1.html,,,,,,
6.7 Crore,14.2 Marla,Islamabad,6.0,6.0,"Jinnah Gardens, FECHS",House,https://www.zameen.com/Property/fechs_jinnah_gardens_brand_new_double_storey_cda_lop_clear_designer_house_in_jinnah_garden_phase_1_islamabad-53885450-1420-1.html,2026.0,3.0,1.0,1.0,2.0,
19.5 Crore,2 Kanal,Islamabad,6.0,6.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_ultra-luxury_2_kanal_fully_furnished_mansion_for_sale_in_dha_islamabad-54250645-10991-1.html,2025.0,6.0,2.0,1.0,2.0,
12.85 Crore,14 Marla,Islamabad,8.0,7.0,"G-11/2, G-11",House,https://www.zameen.com/Property/g_11_g-11_2_new_modern_double_storey_house_on_70ft_road_near_g11_markaz_double_road_back_with_2_parks_servant_quarter_cda_transfer-53409307-3331-1.html,2026.0,3.0,1.0,1.0,2.0,
3.57 Crore,8 Marla,Islamabad,5.0,6.0,"Faisal Town - F-18, Islamabad",House,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_30x60_8_marla_modern_house-53056812-8260-1.html,,,,,2.0,
3.8 Crore,5 Marla,Islamabad,4.0,5.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_5_marla_house_in_central_dha_defence_phase_5_for_sale-54013076-10991-1.html,2026.0,2.0,2.0,1.0,2.0,
8.8 Crore,1 Kanal,Islamabad,5.0,5.0,"DHA Phase 3 - Block B, DHA Defence Phase 3",House,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_looking_for_a_corner_house_in_dha_phase_3_-_block_b_islamabad-54112153-16227-1.html,,,,,1.0,
1.45 Crore,5 Marla,Islamabad,3.0,3.0,"Multi Residencia & Orchards, Islamabad",House,https://www.zameen.com/Property/islamabad_multi_residencia_orchards_5_marla_house_in_multi_ochrard_residence_islamabad-53847163-8332-1.html,,,,,,
2.4 Crore,5 Marla,Islamabad,,,"Faisal Hills, Islamabad",House,https://www.zameen.com/Property/islamabad_faisal_hills_faisal_hills_house_sized_5_marla-54242185-10859-1.html,,,,,,
3.2 Crore,5 Marla,Islamabad,3.0,5.0,"Faisal Margalla City, B-17",House,https://www.zameen.com/Property/b_17_faisal_margalla_city_5_marla_brand_new_double_storey_single_unit_house_for_sale_in_faisal_margala_city_b-17_islamabad-54254838-13424-1.html,2026.0,1.0,1.0,1.0,1.0,
11.9 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_one_kanal_brand_new_luxurious_designer_house-52691375-339-1.html,2026.0,3.0,2.0,2.0,2.0,
6.7 Crore,10 Marla,Islamabad,4.0,5.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_designer_beautiful_house_for_sale_in_dha_phase_2_islamabad-54109059-339-1.html,,2.0,1.0,1.0,2.0,
5 Crore,1 Kanal,Islamabad,7.0,6.0,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_a_beautiful_park_face_grey_structure_available_for_sale-54151640-1383-1.html,2026.0,4.0,2.0,2.0,2.0,
4.44 Crore,4 Marla,Islamabad,5.0,5.0,"G-13/4, G-13",House,https://www.zameen.com/Property/g_13_g-13_4_designer_house_brand_new_for_sale_25_40-53788429-3340-1.html,2025.0,,,,,
15.8 Crore,1 Kanal,Islamabad,5.0,6.0,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_1_kanal_pool_house_for_sale-53935354-339-1.html,2026.0,4.0,,2.0,2.0,
7.8 Crore,10 Marla,Islamabad,5.0,6.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_designer_10_marla_house_for_sale_dha_phase_5_islamabad-53792126-10991-1.html,2026.0,2.0,1.0,2.0,2.0,
6.25 Crore,10 Marla,Islamabad,5.0,6.0,"Bahria Enclave - Sector C1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_new_designer_house-53090277-11987-1.html,,,1.0,,2.0,
6.4 Crore,10 Marla,Islamabad,5.0,5.0,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_10_marla_brand_new_house_in_dha_phase_5-52716846-10991-1.html,2025.0,4.0,1.0,2.0,2.0,
4.55 Crore,10 Marla,Islamabad,4.0,6.0,"River Garden, Islamabad",House,https://www.zameen.com/Property/islamabad_river_garden_10_marla_house_duble_story_available_for_sale_in_river_garden_islamabad-54010285-1457-1.html,,,,,,
1.1 Crore,4.2 Marla,Islamabad,2.0,2.0,"El Cielo, GT Road",House,https://www.zameen.com/Property/gt_road_el_cielo_2_bed_for_sale_in_e_l_ceilo_tower_a-54223016-10358-1.html,2023.0,2.0,1.0,1.0,1.0,
80 Lakh,3.9 Marla,Islamabad,2.0,2.0,"Goldcrest Highlife, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_highlife_2bed_for_sale_in_gold_crest_highlife_3_al_guhrair_giga_dha2_islamabad-54245650-21059-1.html,,2.0,1.0,1.0,1.0,
1.6 Crore,5.1 Marla,Islamabad,3.0,3.0,"Defence Residency, DHA Defence Phase 2",House,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_3_bed_for_sale_in_overseas_block_defence_residency_al_guhria_giga_dha2_islamabad-54246026-9914-1.html,2024.0,1.0,,,1.0,
12 Crore,14 Marla,Islamabad,6.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_40x80_brand_new_luxury_house_for_sale_in_g-13_islamabad-53987563-330-1.html,2026.0,3.0,2.0,2.0,2.0,
5.65 Crore,7 Marla,Islamabad,5.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_7_marla_double_storey_house_for_sale_in_g-13_islamabad-52016529-330-1.html,2020.0,2.0,1.0,1.0,2.0,
5.7 Crore,7 Marla,Islamabad,5.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_30x60_double_storey_double_unit_house_for_sale_in_g-13_islamabad-53934508-330-1.html,2018.0,2.0,1.0,,2.0,
9 Crore,10 Marla,Islamabad,7.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_10_marla_classical_design_brand_new_house_for_sale_in_g-13_islamabad-52206044-330-1.html,2026.0,3.0,2.0,1.0,2.0,
15.5 Crore,1 Kanal,Islamabad,6.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_1_kanal_50x90_luxurious_house_for_sale_in_g-13_islamabad-52206027-330-1.html,2025.0,4.0,1.0,2.0,3.0,
8.5 Crore,10 Marla,Islamabad,6.0,6.0,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_10_marla_double_storey_double_unit_house_for_sale_in_g-13-52683224-330-1.html,2025.0,3.0,1.0,2.0,2.0,
5.7 Crore,10 Marla,Islamabad,5.0,6.0,"Bahria Enclave - Sector C1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_elegant_house_available_for_sale_in_sector_c1-54180207-11987-1.html,2026.0,2.0,1.0,2.0,2.0,
8 Crore,1 Kanal,Islamabad,7.0,7.0,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_corner_1_kanal_house_for_sale-54183915-1383-1.html,2016.0,2.0,1.0,1.0,2.0,
3.85 Crore,10 Marla,Islamabad,5.0,6.0,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_house_for_sale_in_top_city-54145933-1383-1.html,2024.0,2.0,1.0,1.0,2.0,
6.2 Crore,10 Marla,Islamabad,5.0,6.0,"Bahria Enclave - Sector A, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_bahria_enclave_islamabad_sector_a_10_marla_lop_clear_semi_corner_sun_face_modern_houseavailable-54175507-11970-1.html,,2.0,1.0,,2.0,
16 Crore,2.5 Kanal,Islamabad,4.0,5.0,"DHA Phase 5 - Sector C, DHA Defence Phase 5",House,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_2_5_kanal_luxury_designer_house_for_sale_prime_location_15_kva_solar_near_park_mosque-54042967-8402-1.html,2025.0,4.0,1.0,1.0,1.0,
3.85 Crore,9.3 Marla,Islamabad,4.0,5.0,"Margalla View Housing Society, D-17",House,https://www.zameen.com/Property/d_17_margalla_view_housing_society_a_spacious_2100_square_feet_house_in_margalla_view_housing_society-54248090-3160-1.html,,,,,,
